Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,13.4,13.4,,,9.9,18,97,7141,Disability Type,Cognitive Disability,,,DISEST,SEXIND,66,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,82.2,82.2,,,76,87.1,337,477755,Disability Status,No Disability,,,DISEST,RACEIND,83,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.2,1.2,,,0.9,1.7,52,15421,Disability Type,Self-care Disability,,,DISEST,AGEIND,49,AGE01,PREV,DISTYPE,SELFDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,34,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,30.8,30.8,,,27.9,33.9,1902,1266206,Disability Status,Any Disability,,,DISEST,VETIND,85,VET1,AGEADJPREV,DISSTAT,DISABL,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,6.4,6.4,,,3.7,10.6,27,86526,Disability Type,Hearing Disability,,,DISEST,RACEIND,17,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,70.8,70.8,,,66.1,75.1,424,177608,Disability Status,No Disability,,,DISEST,RACEIND,27,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,7.3,7.3,,,5.9,8.8,144,703536,Disability Type,Independent Living Disability,,,DISEST,RACEIND,6,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,16.6,16.6,,,14,19.6,165,276883,Disability Type,Cognitive Disability,,,DISEST,AGEIND,1,AGE01,PREV,DISTYPE,COGDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57,57,,,54.5,59.5,1676,881857,Disability Status,No Disability,,,DISEST,AGEIND,13,AGE03,PREV,DISSTAT,NODIS,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,37,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.8,14.8,,,8.5,24.7,17,5295,Disability Type,Hearing Disability,,,DISEST,RACEIND,49,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2021,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,16,16,,,13.2,19.3,240,168636,Disability Type,Cognitive Disability,,,DISEST,RACEIND,32,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,29,29,,,24,34.5,119,78555,Disability Status,Any Disability,,,DISEST,RACEIND,18,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2021,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,39.6,39.6,,,36.9,42.3,1123,485157,Disability Status,Any Disability,,,DISEST,SEXIND,28,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,17.4,17.4,,,15.6,19.4,527,440390,Disability Type,Cognitive Disability,,,DISEST,RACEIND,36,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.9,4.9,,,4.1,5.8,230,102196,Disability Type,Mobility Disability,,,DISEST,AGEIND,29,AGE01,PREV,DISTYPE,MOBDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,19,19,,,17.2,21,420,86890,Disability Type,Cognitive Disability,,,DISEST,AGEIND,54,AGE02,PREV,DISTYPE,COGDIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,5,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,33.6,33.6,,,31.4,35.8,1729,670336,Disability Status,Any Disability,,,DISEST,VETIND,5,VET2,AGEADJPREV,DISSTAT,DISABL,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,42,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2021,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,5,5,,,3,8.3,21,2276,Disability Type,Self-care Disability,,,DISEST,RACEIND,45,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,21.8,21.8,,,16.3,28.6,68,29769,Disability Type,Cognitive Disability,,,DISEST,RACEIND,39,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,35.1,35.1,,,25.4,46.3,79,2892,Disability Status,Any Disability,,,DISEST,RACEIND,50,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,10.7,10.7,,,10,11.4,2206,1243535,Disability Type,Cognitive Disability,,,DISEST,SEXIND,81,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10,10,,,7.7,13,237,17897,Disability Type,Hearing Disability,,,DISEST,RACEIND,87,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,20.2,20.2,,,16.2,24.9,97,44295,Disability Type,Mobility Disability,,,DISEST,RACEIND,40,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,28.7,28.7,,,25.4,32.1,679,109114,Disability Status,Any Disability,,,DISEST,RACEIND,81,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.6,6.6,,,5.3,8,152,109495,Disability Type,Vision Disability,,,DISEST,SEXIND,22,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.3,2.3,,,1.6,3.1,58,66931,Disability Type,Self-care Disability,,,DISEST,AGEIND,51,AGE01,PREV,DISTYPE,SELFDIS,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,2.8,2.8,,,2.2,3.5,143,114450,Disability Type,Self-care Disability,,,DISEST,SEXIND,34,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.9,8.9,,,7.5,10.4,288,138696,Disability Type,Vision Disability,,,DISEST,AGEIND,13,AGE03,PREV,DISTYPE,VISDIS,,
2021,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.5,9.5,,,7.9,11.4,149,66893,Disability Type,Vision Disability,,,DISEST,AGEIND,28,AGE02,PREV,DISTYPE,VISDIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,72.2,72.2,,,69.3,74.9,2691,923835,Disability Status,No Disability,,,DISEST,VETIND,81,VET1,AGEADJPREV,DISSTAT,NODIS,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,24,24,,,22.4,25.7,1272,2010235,Disability Status,Any Disability,,,DISEST,RACEIND,42,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.9,5.9,,,4.2,8.3,55,31984,Disability Type,Self-care Disability,,,DISEST,RACEIND,29,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,8,8,,,4.8,13.2,18,24216,Disability Type,Independent Living Disability,,,DISEST,RACEIND,26,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,26,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,9,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11.8,11.8,,,8.4,16.4,41,28928,Disability Type,Mobility Disability,,,DISEST,RACEIND,53,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,38,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.1,9.1,,,8,10.4,432,257546,Disability Type,Independent Living Disability,,,DISEST,AGEIND,39,AGE02,PREV,DISTYPE,INDDIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,15.4,15.4,,,11.9,19.6,209,13703,Disability Type,Hearing Disability,,,DISEST,VETIND,38,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2021,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,56,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,11.4,11.4,,,7.3,17.4,32,44800,Disability Type,Mobility Disability,,,DISEST,RACEIND,51,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2021,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,3.6,3.6,,,2.4,5.4,33,3792,Disability Type,Vision Disability,,,DISEST,RACEIND,15,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,29.1,29.1,,,26.1,32.3,659,657332,Disability Status,Any Disability,,,DISEST,RACEIND,13,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,12.4,12.4,,,8.7,17.4,58,30891,Disability Type,Cognitive Disability,,,DISEST,RACEIND,9,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,47.6,47.6,,,36.6,58.9,56,31534,Disability Status,Any Disability,,,DISEST,RACEIND,47,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.5,3.5,,,2.7,4.4,143,46487,Disability Type,Vision Disability,,,DISEST,SEXIND,9,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2021,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,28,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.4,78.4,,,75.2,81.2,1051,190705,Disability Status,No Disability,,,DISEST,SEXIND,11,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2021,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.9,4.9,,,4.1,5.7,385,138605,Disability Type,Vision Disability,,,DISEST,RACEIND,45,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13.4,13.4,,,11.9,15.1,461,210418,Disability Type,Hearing Disability,,,DISEST,AGEIND,13,AGE03,PREV,DISTYPE,HEARDIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,81,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.4,5.4,,,4.5,6.4,192,34721,Disability Type,Hearing Disability,,,DISEST,AGEIND,49,AGE02,PREV,DISTYPE,HEARDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.9,5.9,,,4.8,7.3,193,92110,Disability Type,Self-care Disability,,,DISEST,AGEIND,13,AGE03,PREV,DISTYPE,SELFDIS,,
2021,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6,6,,,5.5,6.5,2233,521979,Disability Type,Independent Living Disability,,,DISEST,RACEIND,80,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2021,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.8,6.8,,,5.7,8,211,31480,Disability Type,Independent Living Disability,,,DISEST,SEXIND,44,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,55,55,,,31.9,76.1,28,2704,Disability Status,No Disability,,,DISEST,RACEIND,50,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,24.7,24.7,,,23.6,25.8,2339,508339,Disability Status,Any Disability,,,DISEST,VETIND,49,VET2,AGEADJPREV,DISSTAT,DISABL,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,7.1,7.1,,,5.8,8.7,447,167306,Disability Type,Self-care Disability,,,DISEST,RACEIND,59,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.9,9.9,,,8.4,11.5,325,152544,Disability Type,Independent Living Disability,,,DISEST,AGEIND,13,AGE03,PREV,DISTYPE,INDDIS,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,72,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2021,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,17.2,17.2,,,15.6,18.9,597,339953,Disability Type,Mobility Disability,,,DISEST,SEXIND,22,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,15.7,15.7,,,14.4,17.1,2558,2417347,Disability Type,Cognitive Disability,,,DISEST,SEXIND,85,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,84,84,,,74.2,90.6,122,129403,Disability Status,No Disability,,,DISEST,RACEIND,39,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2021,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.3,8.3,,,7.6,9,882,96911,Disability Type,Hearing Disability,,,DISEST,SEXIND,20,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,6.7,6.7,,,6,7.6,540,375592,Disability Type,Independent Living Disability,,,DISEST,VETIND,51,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2021,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,22.5,22.5,,,21,24.2,2178,3346489,Disability Status,Any Disability,,,DISEST,AGEIND,85,AGE01,PREV,DISSTAT,DISABL,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.2,12.2,,,6.9,20.7,22,33504,Disability Type,Cognitive Disability,,,DISEST,RACEIND,55,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2021,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.4,12.4,,,9.1,16.8,63,11639,Disability Type,Mobility Disability,,,DISEST,RACEIND,15,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2021,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,33,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2021,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.9,4.9,,,4.2,5.8,300,42031,Disability Type,Hearing Disability,,,DISEST,VETIND,44,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,47,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,10.7,10.7,,,10.2,11.3,3581,531993,Disability Type,Mobility Disability,,,DISEST,SEXIND,87,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,38,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,28.4,28.4,,,19,40.1,31,20573,Disability Type,Cognitive Disability,,,DISEST,RACEIND,47,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,20.5,20.5,,,14.9,27.5,104,8507,Disability Type,Mobility Disability,,,DISEST,RACEIND,66,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,18.7,18.7,,,17.3,20.3,624,296301,Disability Type,Mobility Disability,,,DISEST,AGEIND,18,AGE02,PREV,DISTYPE,MOBDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,12,12,,,10.7,13.5,466,97015,Disability Type,Hearing Disability,,,DISEST,SEXIND,54,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,7.5,7.5,,,6.2,9.1,153,48405,Disability Type,Independent Living Disability,,,DISEST,AGEIND,16,AGE01,PREV,DISTYPE,INDDIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7,7,,,4.2,11.4,34,724,Disability Type,Cognitive Disability,,,DISEST,AGEIND,66,AGE03,PREV,DISTYPE,COGDIS,,
2021,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,13.7,13.7,,,13.1,14.3,5085,2043715,Disability Type,Mobility Disability,,,DISEST,SEXIND,81,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2021,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,5.2,5.2,,,3.4,7.8,66,12399,Disability Type,Vision Disability,,,DISEST,VETIND,54,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,29,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.3,2.3,,,1.9,2.8,274,242518,Disability Type,Hearing Disability,,,DISEST,AGEIND,82,AGE01,PREV,DISTYPE,HEARDIS,,
2021,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,5.1,5.1,,,3,8.7,31,38227,Disability Type,Independent Living Disability,,,DISEST,RACEIND,84,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.4,5.4,,,3.2,9.1,29,567,Disability Type,Vision Disability,,,DISEST,AGEIND,66,AGE03,PREV,DISTYPE,VISDIS,,
2021,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.5,5.5,,,4.4,6.7,133,40329,Disability Type,Self-care Disability,,,DISEST,RACEIND,35,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
